p_code,p_name,p_day,rev_25,hc_25,rev_26,hc_26,rev_diff,rev_pct,status,pday_bucket
OUT513,"[항공권] 국제선-[EX OZ,KE]",1,48228.6,45.0,32185.07,26.0,-16043.529999999999,-33.265593444553645,동시운영,당일
OUT529,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>코스타리카 4박 6일",6,4896.0,4.0,0.0,0.0,-4896.0,-100.0,단종(작년만),4박+
OUT533,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>칸쿤 3박4일",4,17104.34,13.0,2460.04,4.0,-14644.3,-85.61745147722742,동시운영,2~3박
OUT534,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>칸쿤 4박5일",5,11943.41,6.0,0.0,0.0,-11943.41,-100.0,단종(작년만),4박+
OUT536,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span>칸쿤 6박7일",7,4559.5,2.0,0.0,0.0,-4559.5,-100.0,단종(작년만),4박+
OUT544,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>멕시코 크루즈 3박4일",4,1570.6,2.0,0.0,0.0,-1570.6,-100.0,단종(작년만),2~3박
OUT616,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>우리가 함께 할 수 있는 이시간, 그리스 산토리니 1박+ 메테오라 9일",9,3288.47,1.0,0.0,0.0,-3288.47,-100.0,단종(작년만),4박+
OUT755," <span style=""color:#1E90FF;""><strong> [LA출발]</strong></span> 멕시코 중부일주, 아즈텍문명을 만나다 5일",5,4718.0,4.0,0.0,0.0,-4718.0,-100.0,단종(작년만),4박+
OUT755," <span style=""color:#1E90FF;""><strong>[LA출발]</strong></span> [아즈텍 문명을 만나다] 멕시코 중부 일주 5일",5,0.0,0.0,3884.28,2.0,3884.28,100.0,신규(올해만),4박+
OUT758,"<span style=""color:#1fc3c5;""><strong>[달라스출발]</strong></span>[달라스 단독]멕시코 중부일주, 아즈텍문명을 만나다 5일",5,0.0,0.0,21879.25,12.0,21879.25,100.0,신규(올해만),4박+
OUT759,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [아즈텍 문명을 만나다] 멕시코 중부 일주 5일",5,0.0,0.0,4681.36,2.0,4681.36,100.0,신규(올해만),4박+
OUT759,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 멕시코 중부일주, 아즈텍문명을 만나다 5일",5,10402.380000000001,6.0,13408.96,8.0,3006.579999999998,28.902808780298333,동시운영,4박+
OUT799,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> [명불허전] 2025 크로아티아 + 슬로베니아 9일",9,60177.0,23.0,0.0,0.0,-60177.0,-100.0,단종(작년만),4박+
SCO1551,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-수 오전/도착",10,109640.0,67.0,21900.0,13.0,-87740.0,-80.02553812477198,동시운영,4박+
SCO1551,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-수 오전/도착",10,0.0,0.0,122300.0,70.0,122300.0,100.0,신규(올해만),4박+
SCO1552,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-목 오전/도착",10,70072.0,40.0,29300.0,17.0,-40772.0,-58.18586596643453,동시운영,4박+
SCO1552,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-목 오전/도착",10,0.0,0.0,42810.0,24.0,42810.0,100.0,신규(올해만),4박+
SCO1560,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-수 오후/도착",10,50131.0,29.0,16500.0,10.0,-33631.0,-67.08623406674513,동시운영,4박+
SCO1560,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-수 오후/도착",10,0.0,0.0,6600.0,4.0,6600.0,100.0,신규(올해만),4박+
SCO1561,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-목 오후/도착",10,74930.0,44.0,4140.0,2.0,-70790.0,-94.47484318697451,동시운영,4박+
SCO1561,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>9박11일(VIP리무진미동캐보QUE)-목 오후/도착",10,0.0,0.0,107576.0,65.0,107576.0,100.0,신규(올해만),4박+
SCO1599,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 6박8일-오전/오전 (월/금요일 출발)",7,10000.0,8.0,0.0,0.0,-10000.0,-100.0,단종(작년만),4박+
SCO1599,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 6박8일-오전/오전 (월/금요일 출발)",7,0.0,0.0,11500.0,10.0,11500.0,100.0,신규(올해만),4박+
SCO1600,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 6박8일-오후/오전 (월/금요일 출발)",7,0.0,0.0,6130.0,5.0,6130.0,100.0,신규(올해만),4박+
SCO1601,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 6박8일-오전/오전 (화/토요일 출발)",7,14320.0,12.0,0.0,0.0,-14320.0,-100.0,단종(작년만),4박+
SCO1601,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 6박8일-오전/오전 (화/토요일 출발)",7,0.0,0.0,15760.0,13.0,15760.0,100.0,신규(올해만),4박+
SCO1602,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 6박8일-오후/오전 (화/토요일 출발)",7,4400.0,4.0,0.0,0.0,-4400.0,-100.0,단종(작년만),4박+
SCO1602,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 6박8일-오후/오전 (화/토요일 출발)",7,0.0,0.0,7330.0,7.0,7330.0,100.0,신규(올해만),4박+
SCO1604,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 8박10일-오전/오전 (월/금요일 출발)",9,115385.0,74.0,61661.0,42.0,-53724.0,-46.56064479785068,동시운영,4박+
SCO1604,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 8박10일-오전/오전 (월/금요일 출발)",9,0.0,0.0,71160.0,48.0,71160.0,100.0,신규(올해만),4박+
SCO1605,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 8박10일-오후/오전 (월/금요일 출발)",9,51609.0,37.0,4690.0,3.0,-46919.0,-90.91243775310508,동시운영,4박+
SCO1605,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 8박10일-오후/오전 (월/금요일 출발)",9,0.0,0.0,22170.0,15.0,22170.0,100.0,신규(올해만),4박+
SCO1606,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 8박10일-오전/오전 (화/토요일 출발)",9,73102.0,51.0,19435.0,13.0,-53667.0,-73.41386008590737,동시운영,4박+
SCO1606,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 8박10일-오전/오전 (화/토요일 출발)",9,0.0,0.0,104760.0,70.0,104760.0,100.0,신규(올해만),4박+
SCO1607,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 8박10일-오후/오전 (화/토요일 출발)",9,267067.0,191.0,43150.0,31.0,-223917.0,-83.84300568771133,동시운영,4박+
SCO1607,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 8박10일-오후/오전 (화/토요일 출발)",9,0.0,0.0,271710.0,192.0,271710.0,100.0,신규(올해만),4박+
SCO1608,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 10박12일-오전/오전 (월/금요일 출발)",11,30240.0,17.0,0.0,0.0,-30240.0,-100.0,단종(작년만),4박+
SCO1608,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 10박12일-오전/오전 (월/금요일 출발)",11,0.0,0.0,10850.0,6.0,10850.0,100.0,신규(올해만),4박+
SCO1610,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 10박12일-오전/오전 (화/토요일 출발)",11,31160.0,17.0,3600.0,2.0,-27560.0,-88.44672657252889,동시운영,4박+
SCO1610,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 10박12일-오전/오전 (화/토요일 출발)",11,0.0,0.0,10800.0,6.0,10800.0,100.0,신규(올해만),4박+
SCO1612,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 8박10일-오전/오전 (수요일 출발) <span style=""color:#FF0000;""><strong>역패턴 9월,10월 한정</strong></span> ",9,0.0,0.0,2900.0,2.0,2900.0,100.0,신규(올해만),4박+
SCO1615,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 8박10일-오후/오전 (목요일 출발) <span style=""color:#FF0000;""><strong>역패턴 9월,10월 한정</strong></span> ",9,0.0,0.0,5600.0,4.0,5600.0,100.0,신규(올해만),4박+
SCO1619,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 5박8일-오후/오후 (화/토요일 출발)",6,0.0,0.0,4280.0,4.0,4280.0,100.0,신규(올해만),4박+
SCO1620,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 7박10일-오전/오후 (월/금요일 출발)",8,0.0,0.0,8520.0,6.0,8520.0,100.0,신규(올해만),4박+
SCO1621,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 7박10일-오후/오후 (월/금요일 출발)",8,111229.0,86.0,46036.0,35.0,-65193.0,-58.61151318451123,동시운영,4박+
SCO1621,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 7박10일-오후/오후 (월/금요일 출발)",8,0.0,0.0,195156.0,141.0,195156.0,100.0,신규(올해만),4박+
SCO1623,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 7박10일-오후/오후 (화/토요일 출발)",8,32916.0,24.0,44880.0,34.0,11964.0,36.34706525701786,동시운영,4박+
SCO1623,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 7박10일-오후/오후 (화/토요일 출발)",8,0.0,0.0,257509.0,189.0,257509.0,100.0,신규(올해만),4박+
SCO1625,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 9박12일-오후/오후 (월/금요일 출발)",10,8256.0,5.0,0.0,0.0,-8256.0,-100.0,단종(작년만),4박+
SCO1629,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 7박10일-오후/오후 (수요일 출발) <span style=""color:#FF0000;""><strong>역패턴 9월,10월 한정</strong></span> ",8,0.0,0.0,2640.0,2.0,2640.0,100.0,신규(올해만),4박+
SCO1631,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>미동부 7박10일-오후/오후 (목요일 출발) <span style=""color:#FF0000;""><strong>역패턴 9월,10월 한정</strong></span> ",8,0.0,0.0,7920.0,6.0,7920.0,100.0,신규(올해만),4박+
SCO1631,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>미동부 7박10일-오후/오후 (목요일 출발) <span style=""color:#FF0000;""><strong>역패턴 9월,10월 한정</strong></span> ",8,0.0,0.0,7920.0,6.0,7920.0,100.0,신규(올해만),4박+
SCO1641,"<span style=""color:#769af6;""><strong>[2024인바운드]</strong></span>[VIP 버스] 미서부 4대캐년 (와이너리,스탠포드,죠슈아국립공원) 완전일주 8박10일",9,387822.0,269.0,200905.0,134.0,-186917.0,-48.19659534528727,동시운영,4박+
SCO1722,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>8박11일(VIP리무진미동캐보QUE)-수 오후/도착",9,9720.0,6.0,16200.0,10.0,6480.0,66.66666666666666,동시운영,4박+
SCO1722,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>8박11일(VIP리무진미동캐보QUE)-수 오후/도착",9,0.0,0.0,123503.0,75.0,123503.0,100.0,신규(올해만),4박+
SCO1723,"<span style=""color:#cb4042;""><strong>[2025 하계 인바운드]</strong></span>8박11일(VIP리무진미동캐보QUE)-목 오후/도착",9,21231.0,13.0,19796.0,12.0,-1435.0,-6.758984503791625,동시운영,4박+
SCO1723,"<span style=""color:#cb4042;""><strong>[하계 인바운드]</strong></span>8박11일(VIP리무진미동캐보QUE)-목 오후/도착",9,0.0,0.0,47458.0,29.0,47458.0,100.0,신규(올해만),4박+
SCO1905,"<span style=""color:#c02de5;""><strong>[2024 동계 인바운드]</strong></span>미동부 6박8일-오전/오전 (월/금요일 출발)",7,2523.43,2.0,0.0,0.0,-2523.43,-100.0,단종(작년만),4박+
SCO1905,"<span style=""color:#c02de5;""><strong>[동계 인바운드]</strong></span>미동부 6박8일-오전/오전 (월/금요일 출발)",7,0.0,0.0,3520.0,3.0,3520.0,100.0,신규(올해만),4박+
SCO1907,"<span style=""color:#c02de5;""><strong>[2024 동계 인바운드]</strong></span>미동부 6박8일-오전/오전 (화/토요일 출발)",7,4600.0,4.0,0.0,0.0,-4600.0,-100.0,단종(작년만),4박+
SCO1907,"<span style=""color:#c02de5;""><strong>[동계 인바운드]</strong></span>미동부 6박8일-오전/오전 (화/토요일 출발)",7,0.0,0.0,6440.0,6.0,6440.0,100.0,신규(올해만),4박+
SCO1908,"<span style=""color:#c02de5;""><strong>[2024 동계 인바운드]</strong></span>미동부 6박8일-오후/오전 (화/토요일 출발)",7,4766.0,4.0,0.0,0.0,-4766.0,-100.0,단종(작년만),4박+
SCO1909,"<span style=""color:#c02de5;""><strong>[2024 동계 인바운드]</strong></span>미동부 8박10일-오전/오전 (월/금요일 출발)",9,90151.0,67.0,0.0,0.0,-90151.0,-100.0,단종(작년만),4박+
SCO1909,"<span style=""color:#c02de5;""><strong>[동계 인바운드]</strong></span>미동부 8박10일-오전/오전 (월/금요일 출발)",9,0.0,0.0,138690.0,101.0,138690.0,100.0,신규(올해만),4박+
SCO1911,"<span style=""color:#c02de5;""><strong>[2024 동계 인바운드]</strong></span>미동부 8박10일-오전/오전 (화/토요일 출발)",9,26807.0,19.0,0.0,0.0,-26807.0,-100.0,단종(작년만),4박+
SCO1911,"<span style=""color:#c02de5;""><strong>[동계 인바운드]</strong></span>미동부 8박10일-오전/오전 (화/토요일 출발)",9,0.0,0.0,58630.0,43.0,58630.0,100.0,신규(올해만),4박+
SCO1912,"<span style=""color:#c02de5;""><strong>[2024 동계 인바운드]</strong></span>미동부 8박10일-오후/오전 (화/토요일 출발)",9,96796.0,70.0,0.0,0.0,-96796.0,-100.0,단종(작년만),4박+
SCO1912,"<span style=""color:#c02de5;""><strong>[동계 인바운드]</strong></span>미동부 8박10일-오후/오전 (화/토요일 출발)",9,0.0,0.0,76885.0,54.0,76885.0,100.0,신규(올해만),4박+
SCO1913,"<span style=""color:#c02de5;""><strong>[2024 동계 인바운드]</strong></span>미동부 10박12일-오전/오전 (월/금요일 출발)",11,9900.0,6.0,0.0,0.0,-9900.0,-100.0,단종(작년만),4박+
SCO1915,"<span style=""color:#c02de5;""><strong>[2024 동계 인바운드]</strong></span>미동부 10박12일-오전/오전 (화/토요일 출발)",11,4760.0,3.0,0.0,0.0,-4760.0,-100.0,단종(작년만),4박+
SCO1915,"<span style=""color:#c02de5;""><strong>[동계 인바운드]</strong></span>미동부 10박12일-오전/오전 (화/토요일 출발)",11,0.0,0.0,26000.0,14.0,26000.0,100.0,신규(올해만),4박+
SCO1922,"<span style=""color:#c02de5;""><strong>[2024 동계 인바운드]</strong></span>미동부 7박10일-오후/오후 (월/금요일 출발)",8,287535.0,225.0,0.0,0.0,-287535.0,-100.0,단종(작년만),4박+
SCO1922,"<span style=""color:#c02de5;""><strong>[동계 인바운드]</strong></span>미동부 7박10일-오후/오후 (월/금요일 출발)",8,0.0,0.0,95018.0,75.0,95018.0,100.0,신규(올해만),4박+
SCO1924,"<span style=""color:#c02de5;""><strong>[2024 동계 인바운드]</strong></span>미동부 7박10일-오후/오후 (화/토요일 출발)",8,5000.0,4.0,0.0,0.0,-5000.0,-100.0,단종(작년만),4박+
SCO1924,"<span style=""color:#c02de5;""><strong>[동계 인바운드]</strong></span>미동부 7박10일-오후/오후 (화/토요일 출발)",8,0.0,0.0,89338.0,70.0,89338.0,100.0,신규(올해만),4박+
SCO199,"<span style=""color:#61c404;""><strong>[인바운드]</strong></span>5박7일 (샌디에고 + 그랜드캐년) - 일 오전/오전",6,0.0,0.0,1640.0,2.0,1640.0,100.0,신규(올해만),4박+
SCO203,인바운드 5박7일 (4대캐년) - 월 오전/오전,6,149388.0,161.0,228815.0,245.0,79427.0,53.168259833453824,동시운영,4박+
SCO204,"<span style=""color:#61c404;""><strong>[인바운드]</strong></span>6박8일 (샌디에고 + 4대캐년) - 일 오전/오전",7,4272.0,5.0,8022.0,9.0,3750.0,87.78089887640449,동시운영,4박+
SCO205,인바운드 7박10일 (4대캐년 요세미티 샌프란 6박7일) - 월 오전/오후,8,73290.0,63.0,255528.0,211.0,182238.0,248.65329512893985,동시운영,4박+
SCO206,인바운드 8박10일 (4대캐년 요세미티 샌프란 6박7일) - 월 오전/오전,9,441478.6,358.0,185276.0,140.0,-256202.59999999998,-58.03284689223894,동시운영,4박+
SCO211,인바운드 5박7일 (샌프란시스코 요세미티 3박4일) - 금 오전/오전,6,1620.0,2.0,0.0,0.0,-1620.0,-100.0,단종(작년만),4박+
SCO213,인바운드 7박9일 (미서부실속 5박6일) - 금 오전/오전,8,28736.0,26.0,0.0,0.0,-28736.0,-100.0,단종(작년만),4박+
SCO214,인바운드 7박10일 (샌프란 요세미티 4대캐년 6박7일) - 금 오전/오후,8,47778.0,40.0,173430.0,142.0,125652.0,262.9913349240236,동시운영,4박+
SCO215,인바운드 8박10일 (샌프란 요세미티 4대캐년 6박7일) - 금 오전/오전,9,418659.0,338.0,236441.0,175.0,-182218.0,-43.52420466298348,동시운영,4박+
SCO217,인바운드 5박7일 (4대캐년) - 월 오후/오전,6,0.0,0.0,1790.0,2.0,1790.0,100.0,신규(올해만),4박+
SCO218,인바운드 8박10일 (4대캐년 요세미티 샌프란 6박7일) - 월 오후/오전,9,9320.0,8.0,0.0,0.0,-9320.0,-100.0,단종(작년만),4박+
SCO222,인바운드 8박10일 (샌프란 요세미티 4대캐년 6박7일) - 금 오후/오전,9,0.0,0.0,2530.0,2.0,2530.0,100.0,신규(올해만),4박+
SFOP2N,SFO 호텔 2박,3,0.0,0.0,0.0,3.0,0.0,0.0,동시운영,2~3박
SIN1006,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span>버스대여",1,0.0,0.0,3400.0,2.0,3400.0,100.0,신규(올해만),당일
SIN1080,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 딱 좋아! 매혹의 땅, 뉴 멕시코 4일(뉴멕시코 주)",4,42709.24,25.0,0.0,0.0,-42709.24,-100.0,단종(작년만),2~3박
SIN1083,푸른투어 상품권,1,0.0,0.0,770.0,4.0,770.0,100.0,신규(올해만),당일
SIN1225,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>플라워 필드 당일관광",1,2079.0,21.0,0.0,0.0,-2079.0,-100.0,단종(작년만),당일
SIN1227,"<span style=""color:#DF0174;""><strong>[LAS출발]</strong></span> 7대캐년+세도나 5일(LAS 인아웃, 금요일 OUT)",5,10040.56,8.0,5994.0,6.0,-4046.5599999999995,-40.30213454229644,동시운영,4박+
SIN1228,"<span style=""color:#DF0174;""><strong>[LAS출발]</strong></span> 4대캐년 3박4일 (LAS 인아웃, 금요일 OUT)",4,11031.92,14.0,13892.6,12.0,2860.6800000000003,25.930934959644382,동시운영,2~3박
SIN1240,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>4대캐년&샌프란시스코+옐로스톤 8박9일",9,0.0,0.0,6533.0,4.0,6533.0,100.0,신규(올해만),4박+
SIN1241,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span>4대캐년+샌프란시스코+요세미티+옐로스톤 9박10일 - 금요일 출발",10,9760.0,4.0,58291.47,25.0,48531.47,497.2486680327869,동시운영,4박+
SIN1256,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>봄이 아름다운 데스밸리_레드락 캐년 1박2일",2,23362.0,78.0,0.0,0.0,-23362.0,-100.0,단종(작년만),1박
SIN1260,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>엔탈롭 밸리 파피꽃 당일",1,0.0,0.0,4554.0,46.0,4554.0,100.0,신규(올해만),당일
SIN1264,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 원더풀! 오레건 3박4일(경이로운 자연을 만나다)",4,0.0,0.0,5596.0,4.0,5596.0,100.0,신규(올해만),2~3박
SIN1289,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span>NEW I LOVE NEW YORK 시내관광 당일-단독",1,2279.0,10.0,2670.0,15.0,391.0,17.15664765247916,동시운영,당일
SIN1291,"<span style=""color:#DF0174;""><strong>[LAS출발]</strong></span>[줌줌 투어] 5대캐년 1박2일",2,77768.4,189.0,0.0,0.0,-77768.4,-100.0,단종(작년만),1박
SIN1374,각종 대행 서비스(달라스),1,0.0,0.0,1200.0,1.0,1200.0,100.0,신규(올해만),당일
SIN1488,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span>NEW I LOVE NEW YORK 시내관광 당일 2호차",1,360.0,2.0,0.0,0.0,-360.0,-100.0,단종(작년만),당일
SIN1550,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong> VIP 리무진 미동부캐나다 6박 7일 완전 일주",7,0.0,0.0,8390.0,5.0,8390.0,100.0,신규(올해만),4박+
SIN1550,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>2025 VIP 리무진 미동부캐나다 6박 7일 완전 일주",7,2544.0,2.0,0.0,0.0,-2544.0,-100.0,단종(작년만),4박+
SIN1563,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong> 2025 푸른ONLY 나이아가라 2박3일",3,11623.0,18.0,0.0,0.0,-11623.0,-100.0,단종(작년만),2~3박
SIN1563,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong> 푸른ONLY 나이아가라 2박3일",3,0.0,0.0,21070.0,33.0,21070.0,100.0,신규(올해만),2~3박
SIN1565,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong> 2025 미동부 3박4일 - 푸른ONLY 나이아가라 2박",4,8470.0,10.0,0.0,0.0,-8470.0,-100.0,단종(작년만),2~3박
SIN1565,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong> 미동부 3박4일 - 푸른ONLY 나이아가라 2박",4,0.0,0.0,30013.5,36.0,30013.5,100.0,신규(올해만),2~3박
SIN1566,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong> 미동부/캐나다 4박5일-워싱턴제외 - 푸른ONLY 나이아가라 2박",5,0.0,0.0,30415.0,28.0,30415.0,100.0,신규(올해만),4박+
SIN1566,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>2025 미동부/캐나다 4박5일-워싱턴제외 - 푸른ONLY 나이아가라 2박",5,14620.0,14.0,0.0,0.0,-14620.0,-100.0,단종(작년만),4박+
SIN1567,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong> 미동부/캐나다 5박6일 - 푸른ONLY 나이아가라 2박",6,0.0,0.0,25430.0,20.0,25430.0,100.0,신규(올해만),4박+
SIN1567,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>2025 미동부/캐나다 5박6일 - 푸른ONLY 나이아가라 2박",6,36140.0,28.0,0.0,0.0,-36140.0,-100.0,단종(작년만),4박+
SIN1569,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong> 미동부/캐나다/NYC 6박7일 - 푸른ONLY 나이아가라 2박 ",7,0.0,0.0,37260.0,25.0,37260.0,100.0,신규(올해만),4박+
SIN1569,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>2025 미동부/캐나다/NYC 6박7일 - 푸른ONLY 나이아가라 2박 ",7,2610.0,2.0,0.0,0.0,-2610.0,-100.0,단종(작년만),4박+
SIN1570,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>2025 미동부/캐나다/보스톤 6박7일 - 워싱턴 제외 - 푸른ONLY 나이아가라 2박",7,2900.0,2.0,0.0,0.0,-2900.0,-100.0,단종(작년만),4박+
SIN1572,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong> 미동부/캐나다/보스톤 7박8일 - 푸른ONLY 나이아가라 2박",8,0.0,0.0,3300.0,2.0,3300.0,100.0,신규(올해만),4박+
SIN1572,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>2025 미동부/캐나다/보스톤 7박8일 - 푸른ONLY 나이아가라 2박",8,5510.0,3.0,0.0,0.0,-5510.0,-100.0,단종(작년만),4박+
SIN1573,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong> 2025 워싱턴 D.C. 당일",1,1578.97,7.0,0.0,0.0,-1578.97,-100.0,단종(작년만),당일
SIN1576,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong> 2025 보스턴 1박 2일",2,1920.0,4.0,0.0,0.0,-1920.0,-100.0,단종(작년만),1박
SIN1576,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong> 보스턴 1박 2일",2,0.0,0.0,2280.0,5.0,2280.0,100.0,신규(올해만),1박
SIN1577,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> 미동부 5박6일 - 오전도착 - 푸른ONLY 나이아가라 2박 ",6,0.0,0.0,12744.86,7.0,12744.86,100.0,신규(올해만),4박+
SIN1577,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span>2025 미동부 5박6일 - 오전도착 - 푸른ONLY 나이아가라 2박 ",6,9087.84,6.0,0.0,0.0,-9087.84,-100.0,단종(작년만),4박+
SIN1578,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> 미동부+캐나다 7박8일 - 오전도착 - 푸른ONLY 나이아가라 2박",8,0.0,0.0,20216.620000000003,12.0,20216.620000000003,100.0,신규(올해만),4박+
SIN1578,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span>2025 미동부+캐나다 7박8일 - 오전도착 - 푸른ONLY 나이아가라 2박",8,6422.0,4.0,0.0,0.0,-6422.0,-100.0,단종(작년만),4박+
