p_code,p_name,p_day,rev_25,hc_25,rev_26,hc_26,rev_diff,rev_pct,status,pday_bucket
SIN1580,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> VIP 리무진 미동부캐나다 완전 일주 8박 9일 - 오전도착 ",9,0.0,0.0,7800.0,4.0,7800.0,100.0,신규(올해만),4박+
SIN1580,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span>2025 VIP 리무진 미동부캐나다 완전 일주 8박 9일 - 오전도착 ",9,8410.0,4.0,0.0,0.0,-8410.0,-100.0,단종(작년만),4박+
SIN1581,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> VIP 리무진 미동부캐나다 완전 일주 8박 9일 - 오후도착 ",9,0.0,0.0,28310.0,15.0,28310.0,100.0,신규(올해만),4박+
SIN1587,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> 미동부+캐나다+보스턴 9박10일 - 오전도착 - 푸른ONLY 나이아가라 2박",10,0.0,0.0,11542.0,6.0,11542.0,100.0,신규(올해만),4박+
SIN1590,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span> VIP버스와 떠나는 신 5대 국립공원+샌프란7일 - 그랜드/자이언/브라이스캐년, 죠슈아,요세미티, 와이너리, 스탠포드",7,19807.0,15.0,28590.72,18.0,8783.720000000001,44.346544151057714,동시운영,4박+
SIN1593,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> 미동부 5박6일 - 오후도착 - 푸른ONLY 나이아가라 2박",6,0.0,0.0,28313.97,19.0,28313.97,100.0,신규(올해만),4박+
SIN1593,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span>2025 미동부 5박6일 - 오후도착 - 푸른ONLY 나이아가라 2박",6,58905.29,35.0,0.0,0.0,-58905.29,-100.0,단종(작년만),4박+
SIN1595,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> 미동부+캐나다 7박8일 - 오후도착 - 푸른ONLY 나이아가라 2박",8,3896.2,2.0,78844.81999999999,39.0,74948.62,1923.6337970330067,동시운영,4박+
SIN1595,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span>2025 미동부+캐나다 7박8일 - 오후도착 - 푸른ONLY 나이아가라 2박",8,6940.0,4.0,0.0,0.0,-6940.0,-100.0,단종(작년만),4박+
SIN1634,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> 미동부+캐나다+보스턴 9박10일 - 오후도착 - 푸른ONLY 나이아가라 2박",10,0.0,0.0,3122.31,1.0,3122.31,100.0,신규(올해만),4박+
SIN1634,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span>2025 미동부+캐나다+보스턴 9박10일 - 오후도착 - 푸른ONLY 나이아가라 2박",10,20235.76,8.0,0.0,0.0,-20235.76,-100.0,단종(작년만),4박+
SIN1636,"<span style=""color:#651e79;""><strong>[밴쿠버출발]</strong></span> 미동부+캐나다 7박8일 - 오전도착 - 푸른ONLY 나이아가라 2박",8,0.0,0.0,14012.5,7.0,14012.5,100.0,신규(올해만),4박+
SIN1651,"<span style=""color:#0000ff;""><strong>[전지역호텔]</strong></span>호텔 숙박, 차량",2,1862.0,5.0,0.0,0.0,-1862.0,-100.0,단종(작년만),1박
SIN1656,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> VIP버스와 떠나는 신 5대 국립공원+샌프란 7박8일 - 수요일 출발",8,43230.78,29.0,8774.0,6.0,-34456.78,-79.70427551850787,동시운영,4박+
SIN1656,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> VIP버스와 떠나는 신 5대 국립공원+샌프란8일 - 그랜드/자이언/브라이스캐년, 죠슈아,요세미티, 와이너리, 스탠포드",8,5483.969999999999,5.0,0.0,0.0,-5483.969999999999,-100.0,단종(작년만),4박+
SIN1672,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span> [1년에 단 한 번] 2026 워싱턴 D.C. 벚꽃축제 당일관광",1,0.0,0.0,19368.0,196.0,19368.0,100.0,신규(올해만),당일
SIN1672,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span>2025 워싱턴 벚꽃축제 당일관광",1,28430.0,227.0,0.0,0.0,-28430.0,-100.0,단종(작년만),당일
SIN1687,"<span style=""color:#042889;""><strong>[샌프란시스코출발]</strong></span> 요세미티+4대캐년 4박5일 (LAS OUT)",5,14827.6,16.0,14365.9,14.0,-461.7000000000007,-3.1137878011276316,동시운영,4박+
SIN1744,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span> [2026년 메모리얼 특선]무한리필 메릴랜드 블루크랩과 아나폴리스 하버 당일관광",1,0.0,0.0,199.0,1.0,199.0,100.0,신규(올해만),당일
SIN1745,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span>동부 최고의 휴양지 뉴포트 당일관광 ",1,450.0,3.0,0.0,0.0,-450.0,-100.0,단종(작년만),당일
SIN1763,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span>[동계] 미서부 4대캐년미동부 캐나다 12일 뉴욕시티 투어",12,6615.12,2.0,0.0,0.0,-6615.12,-100.0,단종(작년만),4박+
SIN1790,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span> VIP 버스로 떠나는 신 샌프란시스코_요세미티(와이너리+ 스텐포드 ) 3박4일 - 목요일 출발",4,19402.989999999998,27.0,0.0,0.0,-19402.989999999998,-100.0,단종(작년만),2~3박
SIN1796,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span> (참좋은여행/YP) 단독/홈쇼핑 미서부 7박 9일",9,39037.0,29.0,0.0,0.0,-39037.0,-100.0,단종(작년만),4박+
SIN1814,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span> VIP버스와 떠나는 신 4대 캐년+죠슈아 트리 3박 4일",4,9789.0,14.0,2746.0,4.0,-7043.0,-71.9481050158341,동시운영,2~3박
SIN1815,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> VIP버스와 떠나는 신 4대 캐년+죠슈아 트리 4박 5일",5,3507.91,3.0,4947.24,4.0,1439.33,41.030984261283784,동시운영,4박+
SIN1816,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> VIP 버스로 출발하는 신 샌프란시스코_요세미티 4박5일",5,0.0,0.0,1858.0,2.0,1858.0,100.0,신규(올해만),4박+
SIN1864,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> VIP 리무진 버스로 떠나는 애틀란타에서 마이애미까지: 문화와 바다의 대향연 5박6일 (수요일 출발) ATL IN/MCO OUT",6,32371.75,18.0,108794.03,51.0,76422.28,236.0770733741611,동시운영,4박+
SIN1865,"<span style=""color:#ed106c;""><strong>[애틀랜타출발]</strong></span> VIP 리무진 버스로 떠나는 애틀란타에서 마이애미까지: 문화와 바다의 대향연 5박6일 (목요일 출발) ATL IN/OUT  ",6,40450.0,25.0,5350.0,3.0,-35100.0,-86.77379480840544,동시운영,4박+
SIN1880,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> I LOVE NEW YORK 시내관광 당일(01/05/2025까짖)",1,168.0,2.0,0.0,0.0,-168.0,-100.0,단종(작년만),당일
SIN1881,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span><span style=""background-color:#ffff00;""><strong>[동계]</strong></span>뉴욕 시내 1일 더 보기(덤보, 베슬,하이라인파크, 첼시마켓)",1,796.0,4.0,398.0,2.0,-398.0,-50.0,동시운영,당일
SIN1882,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> 보스턴 당일관광",1,435.0,2.0,0.0,0.0,-435.0,-100.0,단종(작년만),당일
SIN1882,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>[동계] 보스턴 당일관광",1,0.0,0.0,1046.97,5.0,1046.97,100.0,신규(올해만),당일
SIN1883,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>[동계] 워싱턴D.C 당일관광",1,0.0,0.0,676.0,3.0,676.0,100.0,신규(올해만),당일
SIN1885,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> 워싱턴 아미쉬 1박2일",2,880.0,2.0,0.0,0.0,-880.0,-100.0,단종(작년만),1박
SIN1886,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> 보스턴 1박2일",2,1672.0,4.0,0.0,0.0,-1672.0,-100.0,단종(작년만),1박
SIN1886,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>[동계] 보스턴 1박2일",2,0.0,0.0,1672.0,4.0,1672.0,100.0,신규(올해만),1박
SIN1887,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> 푸른ONLY 나이아가라 2박3일",3,8894.0,14.0,1520.0,2.0,-7374.0,-82.90982684956151,동시운영,2~3박
SIN1888,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> 미동부 3박4일 - 푸른ONLY 나이아가라 2박",4,8655.0,10.0,0.0,0.0,-8655.0,-100.0,단종(작년만),2~3박
SIN1888,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>[동계] 미동부 3박4일 - 푸른ONLY 나이아가라 2박",4,0.0,0.0,9145.0,11.0,9145.0,100.0,신규(올해만),2~3박
SIN1889,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> 미동부/캐나다 4박5일-워싱턴제외 - 푸른ONLY 나이아가라 2박",5,14420.0,14.0,1575.0,1.0,-12845.0,-89.07766990291263,동시운영,4박+
SIN1889,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>[동계] 미동부/캐나다 4박5일-워싱턴제외 - 푸른ONLY 나이아가라 2박",5,0.0,0.0,20080.0,18.0,20080.0,100.0,신규(올해만),4박+
SIN1890,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> 미동부/캐나다 5박6일 - 푸른ONLY 나이아가라 2박",6,22995.0,18.0,5818.75,5.0,-17176.25,-74.69558599695586,동시운영,4박+
SIN1890,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>[동계]미동부/캐나다 5박6일 - 푸른ONLY 나이아가라 2박",6,0.0,0.0,13495.0,10.0,13495.0,100.0,신규(올해만),4박+
SIN1891,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> 미동부/캐나다/NYC 6박7일 - 푸른ONLY 나이아가라 2박 ",7,2900.0,2.0,0.0,0.0,-2900.0,-100.0,단종(작년만),4박+
SIN1891,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>[동계]미동부/캐나다/NYC 6박7일 - 푸른ONLY 나이아가라 2박 ",7,0.0,0.0,18000.0,13.0,18000.0,100.0,신규(올해만),4박+
SIN1893,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>[동계] 미동부/캐나다/보스톤 7박8일 - 푸른ONLY 나이아가라 2박",8,0.0,0.0,3578.0,2.0,3578.0,100.0,신규(올해만),4박+
SIN1894,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>[동계] 미동부/캐나다/보스톤/NYC 7박8일 - 워싱턴 제외 - 푸른ONLY 나이아가라 2박",8,0.0,0.0,3300.0,2.0,3300.0,100.0,신규(올해만),4박+
SIN1897,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> 미동부 5박6일 - 오후도착 - 푸른ONLY 나이아가라 2박",6,9220.529999999999,5.0,8057.56,5.0,-1162.9699999999984,-12.612832451062994,동시운영,4박+
SIN1898,"<span style=""color:#651e79;""><strong>[밴쿠버출발]</strong></span><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> 미동부 5박6일 - 오전도착 - 푸른ONLY 나이아가라 2박",6,0.0,0.0,3830.0,3.0,3830.0,100.0,신규(올해만),4박+
SIN1899,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> 미동부+캐나다 7박8일 - 오전도착 - 푸른ONLY 나이아가라 2박",8,4649.92,2.0,0.0,0.0,-4649.92,-100.0,단종(작년만),4박+
SIN1899,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span>[동계] 미동부+캐나다 7박8일 - 오전도착 - 푸른ONLY 나이아가라 2박",8,0.0,0.0,5845.0,3.0,5845.0,100.0,신규(올해만),4박+
SIN1900,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> 미동부+캐나다 7박8일 - 오후도착 - 푸른ONLY 나이아가라 2박",8,8291.58,4.0,0.0,0.0,-8291.58,-100.0,단종(작년만),4박+
SIN1900,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span>[동계] 미동부+캐나다 7박8일 - 오후도착 - 푸른ONLY 나이아가라 2박",8,0.0,0.0,4013.8,2.0,4013.8,100.0,신규(올해만),4박+
SIN1902,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span>[동계] 미동부+캐나다+보스턴 9박10일 - 오전도착 - 푸른ONLY 나이아가라 2박",10,0.0,0.0,7766.0,3.0,7766.0,100.0,신규(올해만),4박+
SIN1903,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> 미동부+캐나다+보스턴 9박10일 - 오후도착 - 푸른ONLY 나이아가라 2박",10,3900.0,2.0,0.0,0.0,-3900.0,-100.0,단종(작년만),4박+
SIN1929,"<span style=""color:#FF4500""><strong>[뉴욕출발]</span></strong> 2025 I LOVE NEW YORK 시내관광 당일",1,20099.88,104.0,0.0,0.0,-20099.88,-100.0,단종(작년만),당일
SIN1929,"<span style=""color:#FF4500""><strong>[뉴욕출발]</span></strong> I LOVE NEW YORK 시내관광 당일",1,0.0,0.0,18730.0,114.0,18730.0,100.0,신규(올해만),당일
SIN1930,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span> 2025 뉴욕 시내 하루 더 보기(덤보, 베슬, 하이라인파크, 첼시마켓)",1,1194.0,6.0,0.0,0.0,-1194.0,-100.0,단종(작년만),당일
SIN1930,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span> 뉴욕 시내 하루 더 보기(덤보, 베슬, 하이라인파크, 첼시마켓)",1,0.0,0.0,2955.0,15.0,2955.0,100.0,신규(올해만),당일
SIN1931,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span> 워싱턴 루레이 1박2일",2,0.0,0.0,1760.0,4.0,1760.0,100.0,신규(올해만),1박
SIN1932,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span> 2025 워싱턴 아미쉬 1박2일",2,880.0,2.0,0.0,0.0,-880.0,-100.0,단종(작년만),1박
SIN1944,"<span style=""color:#ed106c;""><strong>[애틀랜타출발]</strong></span> VIP 리무진 버스로 떠나는 애틀란타에서 마이애미까지: 문화와 바다의 대향연 4박5일 (목요일 출발) ATL IN/MCO OUT  ",5,0.0,0.0,3300.0,2.0,3300.0,100.0,신규(올해만),4박+
SIN1958,"<span style=""color:#1E90FF;""><strong>[서부지역출발]</strong></span> VIP 리무진 버스로 떠나는 애틀란타에서 마이애미까지: 문화와 바다의 대향연 5박7일 (화요일 출발) ATL IN/MCO OUT",7,27799.58,14.0,0.0,0.0,-27799.58,-100.0,단종(작년만),4박+
SIN1991,"<span style=""color:#DF0174;""><strong>[LAS출발]</strong></span> 4대캐년 2박3일 (LAS IN/LA OUT 수요일 출발)",3,1298.0,2.0,4573.0,7.0,3275.0,252.31124807395994,동시운영,2~3박
SIN2006,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span>[동계] 미동부/캐나다 6박7일-워싱턴제외 - 푸른ONLY 나이아가라 2박",7,8980.0,7.0,0.0,0.0,-8980.0,-100.0,단종(작년만),4박+
SIN2033,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> I LOVE NEW YORK 시내관광 당일",1,1540.0,9.0,915.0,5.0,-625.0,-40.58441558441558,동시운영,당일
SIN2033,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong><span style=""background-color:#ffff00;""><strong>[동계]</strong></span> I LOVE NEW YORK 시내관광 당일(1/6/2025부터)",1,13560.0,77.0,0.0,0.0,-13560.0,-100.0,단종(작년만),당일
SIN2033,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>[동계] I LOVE NEW YORK 시내관광 당일",1,0.0,0.0,10035.86,63.0,10035.86,100.0,신규(올해만),당일
SIN2041,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>[하계] 미서부 4대캐년 미동부 뉴욕시티 10일",10,0.0,0.0,11677.76,4.0,11677.76,100.0,신규(올해만),4박+
SIN2046,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>[나이아가라 2박] 미동부+캐나다+보스턴+NYC 8박9일",9,0.0,0.0,7400.0,4.0,7400.0,100.0,신규(올해만),4박+
SIN2047,"<span style=""color:#36b924;""><strong>[시애틀출발]</strong></span> 레벤워스 당일 투어",1,760.0,4.0,0.0,0.0,-760.0,-100.0,단종(작년만),당일
SIN2050,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong> 미동부/캐나다/NYC 5박6일-워싱턴제외 - 푸른ONLY 나이아가라 2박",6,0.0,0.0,11068.64,6.0,11068.64,100.0,신규(올해만),4박+
SIN2050,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</span></strong>2025 미동부/캐나다/NYC 5박6일-워싱턴제외 - 푸른ONLY 나이아가라 2박",6,5000.0,4.0,0.0,0.0,-5000.0,-100.0,단종(작년만),4박+
SIN2052,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span>★롯데관광 단독★ 맛있는 음식과 산책이 있는 꽉찬 미동부 캐나다 8박10일",9,36630.0,24.0,0.0,0.0,-36630.0,-100.0,단종(작년만),4박+
SIN2052,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span>★롯데관광 단독★ 맛있는 음식과 산책이 있는 꽉찬 미동부 캐나다 8박9일",9,115143.0,69.0,503642.0,770.0,388499.0,337.40566078702136,동시운영,4박+
SIN2062,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span>[동부] 상품권",1,510.0,1.0,1500.0,1.0,990.0,194.11764705882354,동시운영,당일
SIN2069,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> AMERICA, THE BEAUTIFUL! 4박5일 (콜로라도 & 사우스다코타 & 와이오밍)",5,11939.94,6.0,0.0,0.0,-11939.94,-100.0,단종(작년만),4박+
SIN2080,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>샌디에고 ZOO 사파리파크",1,4950.0,50.0,0.0,0.0,-4950.0,-100.0,단종(작년만),당일
SIN2087,"<span style=""color:#ed106c;""><strong>[애틀랜타출발]</strong></span> 깁스 가든 조지아 봄맞이 꽃구경 당일",1,6531.0,48.0,0.0,0.0,-6531.0,-100.0,단종(작년만),당일
SIN2088,"<span style=""color:#36b924;""><strong>[시애틀출발]</strong></span> 시애틀 당일 시내관광",1,0.0,0.0,895.0,5.0,895.0,100.0,신규(올해만),당일
SIN2089,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>캘리포니아 오렌지 일일투어",1,594.0,6.0,0.0,0.0,-594.0,-100.0,단종(작년만),당일
SIN2090,"<span style=""color:#36b924;""><strong>[시애틀출발]</strong></span> 포틀랜드 당일 투어",1,0.0,0.0,418.0,2.0,418.0,100.0,신규(올해만),당일
SIN2091,"<span style=""color:#36b924;""><strong>[시애틀출발]</strong></span> 밴쿠버 당일 투어",1,0.0,0.0,986.0,4.0,986.0,100.0,신규(올해만),당일
SIN2092,"<span style=""color:#36b924;""><strong>[시애틀출발]</strong></span> 레이니어 국립공원 당일 투어",1,1145.0,5.0,418.0,2.0,-727.0,-63.493449781659386,동시운영,당일
SIN2095,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span>★모두투어 단독★ 일반 미동캐 8박10일",10,0.0,0.0,477405.0,274.0,477405.0,100.0,신규(올해만),4박+
SIN2125,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 2025 제 24차 고품격 프리미엄  미남부 대륙횡단 대장정 17일",17,0.0,0.0,19000.0,2.0,19000.0,100.0,신규(올해만),4박+
SIN2131,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span>창조의 신비와 만나는 애틀랜타 - 노아의 방주 4일",4,2798.0,2.0,0.0,0.0,-2798.0,-100.0,단종(작년만),2~3박
SIN2132,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>샌디에고 기차 당일 여행",1,0.0,0.0,720.0,6.0,720.0,100.0,신규(올해만),당일
SIN2134,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>여유를 찾는 하루, 오하이 당일 투어",1,0.0,0.0,3375.0,24.0,3375.0,100.0,신규(올해만),당일
SIN2142,"<span style=""color:#36b924;""><strong>[시애틀출발]</strong></span> 2026 라벤더 페스티벌 당일 관광",1,0.0,0.0,398.0,4.0,398.0,100.0,신규(올해만),당일
SIN2230,"<span style=""color:#1fc3c5;""><strong>[달라스출발]</strong></span> 블루보넷(BlueBonnet) 당일 투어",1,0.0,0.0,4407.0,33.0,4407.0,100.0,신규(올해만),당일
SIN2277,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span>[서부] DB하이텍",1,0.0,0.0,854.97,3.0,854.97,100.0,신규(올해만),당일
SIN2283,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span> 롯데관광 단독 VIP 리무진 미서부 7박 10일",10,0.0,0.0,237769.0,170.0,237769.0,100.0,신규(올해만),4박+
SIN2344,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span>[2/21 OC 출발]손흥민 대 메시 빅매치 당일",1,0.0,0.0,5850.0,21.0,5850.0,100.0,신규(올해만),당일
SIN2345,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span>[2/21 타주 출발]손흥민 대 메시 빅매치 호텔추가 1박2일",2,0.0,0.0,0.0,10.0,0.0,0.0,동시운영,1박
SIN2394,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span>★한진관광 단독★ 리틀프랑스 미동캐 8박 10일",10,0.0,0.0,1616.0,8.0,1616.0,100.0,신규(올해만),4박+
SIN2401,"<span style=""color:#DF0174;""><strong>[LAS출발]</strong></span>4대캐년+옐로스톤 5박6일 - 화요일 출발 (LAS IN/SLC OUT)",6,0.0,0.0,4406.5,2.0,4406.5,100.0,신규(올해만),4박+
SIN2402,"<span style=""color:#DF0174;""><strong>[LAS출발]</strong></span>7대캐년+세도나+옐로스톤 6박7일 - 월요일 출발 (LAS IN/SLC OUT)",7,0.0,0.0,3258.0,2.0,3258.0,100.0,신규(올해만),4박+
SIN2412,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span>LA 다저스 경기 1회 + 호텔추가 1박 2일",2,0.0,0.0,2900.0,11.0,2900.0,100.0,신규(올해만),1박
SIN2417,"<span style=""color:#a800ff;""><strong>[인트라넷 only]</strong></span>LA FC 경기 1회 + 호텔추가 1박 2일",2,0.0,0.0,0.0,3.0,0.0,0.0,동시운영,1박
SIN2454,"<span style=""color:#1E90FF;""><strong>[전지역 출발]</strong></span> 중국비자 대행 비용",1,0.0,0.0,1200.0,4.0,1200.0,100.0,신규(올해만),당일
SIN2458,"<span style=""color:#0000ff;""><strong>[단체일일관광]</strong></span> 2026년 7월 26일 재미한국학교협의회 학술대회",1,0.0,0.0,450.0,3.0,450.0,100.0,신규(올해만),당일
SIN2458,"<span style=""color:#014099;""><strong>[전지역출발]</strong></span> 2026년 7월 26일 재미한국학교회의회 학술대회",1,0.0,0.0,750.0,5.0,750.0,100.0,신규(올해만),당일
SIN2459,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span>세인트 조지와 자이언 캐년 2박3일",3,0.0,0.0,998.0,2.0,998.0,100.0,신규(올해만),2~3박
SIN2462,"<span style=""color:#FF4500;""><strong>[뉴욕출발]</strong></span>[2026년 메모리얼 특선] 동부 최고의 휴양지 뉴포트 당일관광",1,0.0,0.0,400.0,4.0,400.0,100.0,신규(올해만),당일
SIN2464,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> 미동부+캐나다 6박7일 - 오후 도착 (워싱턴제외)",7,0.0,0.0,4483.6,2.0,4483.6,100.0,신규(올해만),4박+
SIN515,"<span style=""color:#1E90FF;""><strong>[LA출발]</strong></span> 비숍 단풍투어 1박2일",2,1456.0,4.0,798.0,2.0,-658.0,-45.19230769230769,동시운영,1박
SIN548,"<span style=""color:#DF0174;""><strong>[LAS출발]</strong></span> 7대캐년+세도나 2박 3일(LAS IN/LAS OUT)",3,16134.0,26.0,1298.0,2.0,-14836.0,-91.95487789760753,동시운영,2~3박
SIN560,"<span style=""color:#DF0174;""><strong>[LAS출발]</strong></span> 불의계곡 당일투어",1,596.0,2.0,0.0,0.0,-596.0,-100.0,단종(작년만),당일
SIN577,"<span style=""color:#DF0174;""><strong>[LAS출발]</strong></span> 7대캐년+세도나 5일 (LAS IN/LA OUT)",5,0.0,0.0,3796.0,4.0,3796.0,100.0,신규(올해만),4박+
SIN717,"<span style=""color:#1fc3c5;""><strong>[달라스출발]</strong></span> 론스타의 도시 달라스 당일 투어",1,0.0,0.0,2940.0,12.0,2940.0,100.0,신규(올해만),당일
SIN717,"<span style=""color:#1fc3c5;""><strong>[달라스출발]</strong></span>론스타의 도시 달라스 당일투어",1,1416.0,6.0,800.0,4.0,-616.0,-43.50282485875706,동시운영,당일
SIN922,"<span style=""color:#DF0174;""><strong>[LAS출발]</strong></span> 4대캐년 3박4일 (LAS IN/LA OUT)",4,1348.0,2.0,2177.0,3.0,829.0,61.49851632047477,동시운영,2~3박
SIN997,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> 7대캐년 세도나+샌프란시스코 요세미티 8박9일",9,19677.99,14.0,0.0,0.0,-19677.99,-100.0,단종(작년만),4박+
SIN997,"<span style=""color:#B8860B;""><strong>[타지역출발]</strong></span> 7대캐년+세도나+요세미티+샌프란시스코 8박9일- 일요일 출발",9,8511.88,4.0,20683.2,11.0,12171.320000000002,142.99214744568772,동시운영,4박+
SINSVC001,각종 대행 서비스,1,80.0,4.0,2780.0,7.0,2700.0,3375.0,동시운영,당일
